907700000;贪食魔龙
907710000;百足恶魔
907710001;
907710002;
907710003;
907710004;
907710005;
907710006;
907710007;
907710008;
907710009;
907710010;百足恶魔群
907800000;公爵的夫雷迪亚
907800001;
907800002;
907800003;
907800004;
907800005;
907800006;
907800007;
907800008;
907800009;
907800010;公爵的夫雷迪亚群
907820000;镕铁恶魔
907900000;无名王者
907920000;冷冽谷的舞娘
909800000;癫火军队
909810000;法姆·亚兹拉的兽人们
909820000;混种集团
909830000;大蚂蚁群
909840000;腐烂长生者们
909850000;祖灵之民的战士们
909900000;
911000000;执行者的唤声
911000001;
911000002;
911000003;
911000004;
911000005;
911000006;
911000007;
911000008;
911000009;
911000010;复仇者
911000011;
911000012;
911000013;
911000014;
911000015;
911000016;
911000017;
911000018;
911000019;
911000020;黑夜复仇者
911000021;
911000022;
911000023;
911000024;
911000025;
911000026;
911000027;
911000028;
911000029;
911000030;侵蚀
911000031;
911000032;
911000033;
911000034;
911000035;
911000036;
911000037;
911000038;
911000039;
911000040;污浊的病原
911000041;
911000042;
911000043;
911000044;
911000045;
911000046;
911000047;
911000048;
911000049;
911000050;一击杀斗士
911000051;
911000052;
911000053;
911000054;
911000055;
911000056;
911000057;
911000058;
911000059;
911000060;迅闪老狮子
911000061;
911000062;
911000063;
911000064;
911000065;
911000066;
911000067;
911000068;
911000069;
911000070;白角
912000000;坑道的结晶人
912000001;
912000002;
912000003;
912000004;
912000005;
912000006;
912000007;
912000008;
912000009;
912000010;仿身山妖
912000011;
912000012;
912000013;
912000014;
912000015;
912000016;
912000017;
912000018;
912000019;
912000020;龟裂魔像
912000021;
912000022;
912000023;
912000024;
912000025;
912000026;
912000027;
912000028;
912000029;
912000030;黑夜猎人
912000031;
912000032;
912000033;
912000034;
912000035;
912000036;
912000037;
912000038;
912000039;
912000040;露珠守卫们
912000041;
912000042;
912000043;
912000044;
912000045;
912000046;
912000047;
912000048;
912000049;
912000050;前佣兵们
912000051;
912000052;
912000053;
912000054;
912000055;
912000056;
912000057;
912000058;
912000059;
912000060;离群猎犬骑士
912000061;
912000062;
912000063;
912000064;
912000065;
912000066;
912000067;
912000068;
912000069;
912000070;黄金树的化身
912000071;
912000072;
912000073;
912000074;
912000075;
912000076;
912000077;
912000078;
912000079;
912000080;受黑夜吞噬的黄金河马
