ID,NightLord,Special,Name,Start_190,Treasure_800,Event_30*0,EventFlag,EvPat_30**,EvPatFlag,RotRew_500,Day1Loc,Day2Loc,Day1Boss,Day2Boss,extra1,extra2,ExtraLots
11,0,0,[Gladius] Standard,707,8009,3010,7721,0,0,0,1011,1001,4968,4920,-1,-1,0:10 0:200 300:1102 310:1105 360:1304 99999:7535
12,0,0,[Gladius] Standard,701,8002,0,0,0,0,0,1004,1010,5201,5212,-1,-1,0:10 300:1102 310:1105 360:1304 99999:7535
13,0,0,[Gladius] Standard,700,8007,0,0,0,0,0,1002,1005,4950,4979,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303 99999:7535
14,0,0,[Gladius] Standard,700,8010,0,0,0,0,0,1008,1000,4978,4963,-1,-1,0:10 300:1102 310:1105 360:1304 3700:1100 99999:7535
15,0,0,[Gladius] Standard,706,8003,0,0,0,0,0,1010,1003,4952,4918,-1,-1,0:10 300:1102 310:1105 360:1304 99999:7535
16,0,0,[Gladius] Standard,706,8005,3010,7701,0,0,0,1007,1009,4790,4830,-1,-1,0:10 0:200 300:1101 310:1105 320:9000 360:1304 99999:7535
17,0,0,[Gladius] Standard,708,8002,0,0,0,0,0,1001,1000,4800,4956,-1,-1,0:10 300:1101 310:1105 320:9000 350:1104 360:1303 99999:7535
18,0,0,[Gladius] Standard,703,8010,3010,7701,0,0,0,1010,1004,4951,4967,-1,-1,0:10 0:200 300:1102 310:1105 350:1104 360:1303 99999:7535
19,0,0,[Gladius] Standard,702,8009,0,0,0,0,0,1003,1008,4951,4926,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304 99999:7535
20,0,1,[Gladius] Mountaintop,708,8008,3030,7724,3600,1151,0,1007,1023,4953,4957,-1,-1,0:11 0:180 300:1101 310:1106 320:9001 360:1301 3700:1100 99999:7535
21,0,1,[Gladius] Mountaintop,704,8008,3010,7701,0,0,0,1011,1023,4924,5211,-1,-1,0:11 0:200 300:1101 310:1105 320:9001 360:1301 99999:7535
22,0,1,[Gladius] Mountaintop,701,8010,0,0,0,0,0,1011,1023,4990,4959,-1,-1,0:11 300:1102 310:1105 360:1301 99999:7535
23,0,1,[Gladius] Mountaintop,708,8008,0,0,0,0,0,1011,1023,5202,4969,-1,-1,0:11 300:1102 310:1105 350:1104 360:1300 3700:1100 99999:7535
24,0,1,[Gladius] Mountaintop,708,8011,0,0,0,0,0,1009,1023,5202,4921,-1,-1,0:11 300:1102 310:1105 360:1300 99999:7535
25,0,2,[Gladius] The Crater,704,8010,0,0,0,0,0,1001,1024,4968,4955,-1,-1,0:12 300:1101 310:1105 320:9001 360:1301 99999:7535
26,0,2,[Gladius] The Crater,700,8004,0,0,0,0,0,1005,1024,4961,4850,-1,-1,0:12 300:1102 310:1105 360:1301 3700:1100 99999:7535
27,0,2,[Gladius] The Crater,705,8004,0,0,0,0,0,1011,1024,4890,4979,-1,-1,0:12 300:1101 310:1105 320:9001 350:1104 360:1300 99999:7535
28,0,2,[Gladius] The Crater,702,8008,3030,7724,3600,1152,0,1004,1024,4929,4975,-1,-1,0:12 0:180 300:1102 310:1105 360:1301 99999:7535
29,0,2,[Gladius] The Crater,702,8010,3010,7701,0,0,0,1010,1024,4990,5213,-1,-1,0:12 0:200 300:1101 310:1105 320:9001 360:1300 3700:1100 99999:7535
30,0,3,[Gladius] Rotted Woods,708,8005,0,0,0,0,1046300590,1011,1021,4950,4974,-1,-1,0:13 300:1101 310:1105 320:9001 350:1104 360:1302 99999:7535
31,0,3,[Gladius] Rotted Woods,702,8007,0,0,0,0,1057300590,1002,1021,4971,4923,-1,-1,0:13 300:1101 310:1106 320:9001 360:1303 99999:7535
32,0,3,[Gladius] Rotted Woods,708,8009,3010,7721,0,0,1047300590,1002,1021,4927,4964,-1,-1,0:13 0:200 300:1102 310:1105 360:1302 99999:7535
33,0,3,[Gladius] Rotted Woods,708,8001,3030,7724,3600,1153,1046300590,1011,1021,5203,4963,-1,-1,0:13 0:180 300:1102 310:1105 360:1303 99999:7535
34,0,3,[Gladius] Rotted Woods,701,8002,0,0,0,0,1047300590,1001,1021,4928,4962,-1,-1,0:13 300:1101 310:1105 320:9001 360:1303 3700:1100 99999:7535
35,0,5,[Gladius] Shrouded City,703,8002,3030,7704,3600,1154,0,1001,1025,4976,4974,-1,-1,0:15 0:180 300:1101 310:1105 320:9001 360:1303 99999:7535
36,0,5,[Gladius] Shrouded City,706,8002,0,0,0,0,0,1011,1025,4971,4840,-1,-1,0:15 300:1101 310:1105 320:9001 360:1303 3700:1100 99999:7535
37,0,5,[Gladius] Shrouded City,705,8005,3010,7721,0,0,0,1011,1025,4972,4956,-1,-1,0:15 0:200 300:1101 310:1105 320:9001 350:1104 360:1302 99999:7535
38,0,5,[Gladius] Shrouded City,707,8001,0,0,0,0,0,1011,1025,5201,4954,-1,-1,0:15 300:1102 310:1105 360:1303 99999:7535
39,0,5,[Gladius] Shrouded City,705,8005,0,0,0,0,0,1001,1025,4960,4969,-1,-1,0:15 300:1101 310:1105 320:9001 360:1303 99999:7535
40,1,0,[Adel] Standard,704,8006,0,0,0,0,0,1001,1009,4961,4969,-1,-1,0:10 300:1102 310:1105 360:1304
41,1,0,[Adel] Standard,702,8005,0,0,0,0,0,1007,1000,4958,4964,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
42,1,0,[Adel] Standard,701,8000,0,0,0,0,0,1011,1004,4960,4850,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303
43,1,0,[Adel] Standard,708,8007,3040,7705,3100,220,0,1010,1001,4978,4963,-1,-1,0:10 0:604 300:1101 310:1105 320:9000 360:1304
44,1,0,[Adel] Standard,708,8004,0,0,0,0,0,1001,1004,5202,4918,-1,-1,0:10 300:1102 310:1105 360:1304
45,1,0,[Adel] Standard,704,8005,3040,7725,3100,220,0,1005,1008,4976,4955,-1,-1,0:10 0:604 300:1101 310:1105 320:9000 360:1304
46,1,0,[Adel] Standard,704,8003,3000,7720,0,0,0,1010,1006,4990,4963,-1,4962,0:10 0:120 300:1102 310:1105 360:1304 3700:1100
47,1,0,[Adel] Standard,702,8008,3000,7720,0,0,0,1010,1000,4951,4956,-1,4969,0:10 0:120 300:1102 310:1105 360:1304 3700:1100
48,1,0,[Adel] Standard,703,8000,0,0,0,0,0,1006,1011,5203,4860,-1,-1,0:10 300:1102 310:1105 360:1304
49,1,0,[Adel] Standard,700,8005,0,0,0,0,0,1003,1001,4810,4962,-1,-1,0:10 300:1101 310:1106 320:9000 360:1304
50,1,0,[Adel] Standard,707,8003,0,0,0,0,0,1004,1008,4929,4957,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
51,1,0,[Adel] Standard,705,8002,0,0,0,0,0,1001,1004,4968,5212,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
52,1,0,[Adel] Standard,707,8008,3010,7721,0,0,0,1003,1002,4780,4923,-1,-1,0:10 0:200 300:1102 310:1105 360:1304
53,1,0,[Adel] Standard,701,8002,3040,7705,3100,220,0,1004,1008,4990,4959,-1,-1,0:10 0:604 300:1102 310:1106 350:1104 360:1303
54,1,0,[Adel] Standard,706,8008,0,0,0,0,0,1000,1010,5202,4920,-1,-1,0:10 300:1101 310:1106 320:9000 360:1304
55,1,0,[Adel] Standard,706,8011,0,0,0,0,0,1001,1003,5203,4964,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303 3700:1100
56,1,0,[Adel] Standard,707,8007,0,0,0,0,0,1011,1003,4958,4962,-1,-1,0:10 300:1102 310:1105 360:1304 3700:1100
57,1,0,[Adel] Standard,703,8002,3040,7725,3100,220,0,1006,1003,4950,4959,-1,-1,0:10 0:604 300:1101 310:1106 320:9000 350:1104 360:1303
58,1,0,[Adel] Standard,700,8003,3040,7705,3100,220,0,1002,1005,4910,4955,-1,-1,0:10 0:604 300:1102 310:1105 350:1104 360:1303
59,1,0,[Adel] Standard,708,8003,0,0,0,0,0,1004,1011,4952,4954,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
60,1,1,[Adel] Mountaintop,708,8004,0,0,0,0,0,1009,1023,4976,4973,-1,-1,0:11 300:1101 310:1105 320:9001 360:1301
61,1,1,[Adel] Mountaintop,700,8007,3010,7701,0,0,0,1011,1023,4971,4979,-1,-1,0:11 0:200 300:1102 310:1105 360:1301
62,1,1,[Adel] Mountaintop,708,8007,0,0,0,0,0,1009,1023,5201,4973,-1,-1,0:11 300:1101 310:1105 320:9001 360:1301 3700:1100
63,1,1,[Adel] Mountaintop,705,8007,3040,7705,3100,220,0,1007,1023,4960,5213,-1,-1,0:11 0:604 300:1102 310:1105 360:1301
64,1,1,[Adel] Mountaintop,707,8010,0,0,0,0,0,1010,1023,4953,4957,-1,-1,0:11 300:1101 310:1106 320:9001 360:1301
65,1,2,[Adel] The Crater,705,8001,0,0,0,0,0,1003,1024,4971,4840,-1,-1,0:12 300:1101 310:1105 320:9001 350:1104 360:1300 3700:1100
66,1,2,[Adel] The Crater,704,8011,0,0,0,0,0,1004,1024,4950,4880,-1,-1,0:12 300:1101 310:1105 320:9001 350:1104 360:1300
67,1,2,[Adel] The Crater,705,8009,3040,7725,3100,220,0,1009,1024,4890,4967,-1,-1,0:12 0:604 300:1102 310:1105 360:1301
68,1,2,[Adel] The Crater,708,8009,3000,7720,0,0,0,1001,1024,4952,4830,-1,4955,0:12 0:120 300:1102 310:1105 360:1301
69,1,2,[Adel] The Crater,700,8004,0,0,0,0,0,1005,1024,4930,4956,-1,-1,0:12 300:1101 310:1105 320:9001 360:1301
70,1,3,[Adel] Rotted Woods,703,8007,3000,7700,0,0,1046300590,1006,1021,4928,4974,4976,-1,0:13 0:120 300:1101 310:1105 320:9001 360:1303
71,1,3,[Adel] Rotted Woods,708,8002,3040,7705,3100,220,1057300590,1004,1022,4972,4954,-1,-1,0:13 0:604 300:1102 310:1105 360:1303
72,1,3,[Adel] Rotted Woods,701,8000,3010,7721,0,0,1047300590,1000,1021,4978,4820,-1,-1,0:13 0:200 300:1102 310:1105 360:1303
73,1,3,[Adel] Rotted Woods,708,8003,0,0,0,0,1057300590,1001,1022,4924,5210,-1,-1,0:13 300:1101 310:1105 320:9001 360:1303
74,1,3,[Adel] Rotted Woods,701,8006,0,0,0,0,1047300590,1008,1022,4800,4974,-1,-1,0:13 300:1101 310:1105 320:9001 360:1303 3700:1100
75,1,5,[Adel] Shrouded City,706,8007,0,0,0,0,0,1011,1025,4972,5211,-1,-1,0:15 300:1102 310:1106 360:1303
76,1,5,[Adel] Shrouded City,706,8001,0,0,0,0,0,1002,1025,5201,4975,-1,-1,0:15 300:1102 310:1105 360:1303
77,1,5,[Adel] Shrouded City,702,8007,0,0,0,0,0,1011,1025,4953,4967,-1,-1,0:15 300:1102 310:1105 360:1303 3700:1100
78,1,5,[Adel] Shrouded City,707,8006,3040,7705,3100,220,0,1002,1025,4927,4975,-1,-1,0:15 0:604 300:1102 310:1105 360:1303
79,1,5,[Adel] Shrouded City,704,8005,0,0,0,0,0,1002,1025,4961,4966,-1,-1,0:15 300:1101 310:1105 320:9001 360:1303 3700:1100
80,2,0,[Gnoster] Standard,705,8000,0,0,0,0,0,1003,1011,4968,4918,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
81,2,0,[Gnoster] Standard,702,8008,0,0,0,0,0,1003,1006,4930,4963,-1,-1,0:10 300:1102 310:1106 360:1304
82,2,0,[Gnoster] Standard,706,8007,3050,7725,3100,220,0,1003,1001,4952,5213,-1,-1,0:10 0:603 300:1102 310:1106 360:1304
83,2,0,[Gnoster] Standard,703,8003,3080,7727,3500,1044360220,0,1007,1000,4924,4957,-1,-1,0:10 0:140 300:1101 310:1105 320:9000 360:1304
84,2,0,[Gnoster] Standard,707,8008,0,0,0,0,0,1001,1008,5203,4964,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
85,2,0,[Gnoster] Standard,707,8003,3040,7725,3100,220,0,1009,1001,4950,4959,-1,-1,0:10 0:604 300:1102 310:1105 350:1104 360:1303 3700:1100
86,2,0,[Gnoster] Standard,705,8002,0,0,0,0,0,1007,1002,4927,4957,-1,-1,0:10 300:1102 310:1105 360:1304
87,2,0,[Gnoster] Standard,705,8009,0,0,0,0,0,1001,1007,4990,4966,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
88,2,0,[Gnoster] Standard,704,8002,3040,7705,3100,220,0,1010,1002,4978,4920,-1,-1,0:10 0:604 300:1101 310:1105 320:9000 360:1304
89,2,0,[Gnoster] Standard,704,8009,0,0,0,0,0,1011,1006,4953,4820,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
90,2,0,[Gnoster] Standard,701,8007,3090,7706,0,0,0,1004,1010,5202,4860,-1,-1,0:10 0:230 300:1101 310:1105 320:9000 360:1304
91,2,0,[Gnoster] Standard,704,8011,0,0,0,0,0,1008,1000,4930,4954,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303
92,2,0,[Gnoster] Standard,708,8002,0,0,0,0,0,1008,1002,4958,4956,-1,-1,0:10 300:1102 310:1105 360:1304
93,2,0,[Gnoster] Standard,708,8006,0,0,0,0,0,1002,1006,4961,4926,-1,-1,0:10 300:1102 310:1105 360:1304
94,2,0,[Gnoster] Standard,707,8004,3050,7705,3100,220,0,1005,1011,4951,4962,-1,-1,0:10 0:603 300:1102 310:1105 360:1304 3700:1100
95,2,0,[Gnoster] Standard,708,8004,0,0,0,0,0,1008,1005,4990,4959,-1,-1,0:10 300:1102 310:1105 360:1304
96,2,0,[Gnoster] Standard,700,8007,3050,7725,3100,220,0,1001,1009,4960,4969,-1,-1,0:10 0:603 300:1101 310:1106 320:9000 360:1304
97,2,0,[Gnoster] Standard,708,8001,0,0,0,0,0,1001,1004,4780,5212,-1,-1,0:10 300:1102 310:1106 360:1304 3700:1100
98,2,0,[Gnoster] Standard,701,8003,0,0,0,0,0,1005,1011,4978,4955,-1,-1,0:10 300:1102 310:1105 350:1104 360:1304
99,2,0,[Gnoster] Standard,703,8010,3050,7705,3100,220,0,1001,1011,5202,4850,-1,-1,0:10 0:603 300:1102 310:1105 350:1104 360:1304
100,2,1,[Gnoster] Mountaintop,707,8011,0,0,0,0,0,1007,1023,4952,4964,-1,-1,0:11 300:1101 310:1105 320:9001 360:1301
101,2,1,[Gnoster] Mountaintop,707,8003,0,0,0,0,0,1011,1023,5201,4963,-1,-1,0:11 300:1102 310:1105 360:1301
102,2,1,[Gnoster] Mountaintop,708,8007,3040,7705,3100,220,0,1009,1023,4972,4975,-1,-1,0:11 0:604 300:1101 310:1105 320:9001 360:1301 3700:1100
103,2,1,[Gnoster] Mountaintop,707,8007,0,0,0,0,0,1011,1023,4953,4975,-1,-1,0:11 300:1101 310:1105 320:9001 360:1301 3700:1100
104,2,1,[Gnoster] Mountaintop,705,8000,3050,7725,3100,220,0,1000,1023,4929,4921,-1,-1,0:11 0:603 300:1101 310:1106 320:9001 360:1301
105,2,2,[Gnoster] The Crater,708,8001,0,0,0,0,0,1005,1024,4976,4962,-1,-1,0:12 300:1101 310:1105 320:9001 360:1301 3700:1100
106,2,2,[Gnoster] The Crater,707,8009,3050,7705,3100,220,0,1007,1024,4929,5211,-1,-1,0:12 0:603 300:1101 310:1105 320:9001 360:1301
107,2,2,[Gnoster] The Crater,702,8011,0,0,0,0,0,1009,1024,4971,4973,-1,-1,0:12 300:1101 310:1105 320:9001 360:1301
108,2,2,[Gnoster] The Crater,707,8009,0,0,0,0,0,1003,1024,4890,4954,-1,-1,0:12 300:1101 310:1105 320:9001 360:1301
109,2,2,[Gnoster] The Crater,701,8008,3080,7727,3500,1044360220,0,1007,1024,5201,4969,-1,-1,0:12 0:140 300:1101 310:1105 320:9001 350:1104 360:1300
110,2,3,[Gnoster] Rotted Woods,700,8008,0,0,0,0,1057300590,1001,1021,5203,4923,-1,-1,0:13 300:1102 310:1105 360:1303
111,2,3,[Gnoster] Rotted Woods,700,8009,0,0,0,0,1046300590,1011,1021,4961,5210,-1,-1,0:13 300:1102 310:1105 360:1303 3700:1100
112,2,3,[Gnoster] Rotted Woods,706,8009,3090,7706,0,0,1046300590,1004,1022,4950,4840,-1,-1,0:13 0:230 300:1101 310:1105 320:9001 350:1104 360:1302
113,2,3,[Gnoster] Rotted Woods,706,8007,3040,7705,3100,220,1047300590,1008,1021,4951,4967,-1,-1,0:13 0:604 300:1101 310:1105 320:9001 350:1104 360:1302
114,2,3,[Gnoster] Rotted Woods,702,8002,0,0,0,0,1047300590,1011,1021,4960,4966,-1,-1,0:13 300:1102 310:1105 360:1303
115,2,5,[Gnoster] Shrouded City,708,8004,3050,7725,3100,220,0,1001,1025,4968,4880,-1,-1,0:15 0:603 300:1102 310:1106 360:1303 3700:1100
116,2,5,[Gnoster] Shrouded City,708,8004,0,0,0,0,0,1011,1025,4976,4979,-1,-1,0:15 300:1101 310:1105 320:9001 360:1303
117,2,5,[Gnoster] Shrouded City,705,8011,3040,7725,3100,220,0,1001,1025,4971,4967,-1,-1,0:15 0:604 300:1102 310:1105 360:1303
118,2,5,[Gnoster] Shrouded City,702,8011,0,0,0,0,0,1001,1025,4910,4956,-1,-1,0:15 300:1102 310:1105 350:1104 360:1302
119,2,5,[Gnoster] Shrouded City,704,8005,0,0,0,0,0,1001,1025,4928,4974,-1,-1,0:15 300:1101 310:1105 320:9001 360:1303
120,3,0,[Maris] Standard,704,8002,0,0,0,0,0,1003,1001,4978,4974,-1,-1,0:10 300:1102 310:1105 360:1304
121,3,0,[Maris] Standard,706,8004,3060,7705,3100,220,0,1001,1011,4927,4973,-1,-1,0:10 0:601 300:1102 310:1106 360:1304
122,3,0,[Maris] Standard,704,8007,3060,7725,3100,220,0,1009,1006,4780,4920,-1,-1,0:10 0:601 300:1101 310:1106 320:9000 360:1304
123,3,0,[Maris] Standard,700,8010,0,0,0,0,0,1008,1002,4930,4956,-1,-1,0:10 300:1102 310:1106 360:1304
124,3,0,[Maris] Standard,707,8000,0,0,0,0,0,1000,1009,4953,4966,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
125,3,0,[Maris] Standard,700,8010,0,0,0,0,0,1007,1002,5203,4962,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304 3700:1100
126,3,0,[Maris] Standard,704,8005,0,0,0,0,0,1003,1001,4976,4974,-1,-1,0:10 300:1102 310:1105 360:1304
127,3,0,[Maris] Standard,703,8007,0,0,0,0,0,1008,1004,4972,4956,-1,-1,0:10 300:1102 310:1105 360:1304
128,3,0,[Maris] Standard,701,8000,3020,7722,0,0,0,1009,1006,4890,5212,-1,-1,0:10 0:210 300:1102 310:1105 360:1304
129,3,0,[Maris] Standard,702,8009,0,0,0,0,0,1010,1004,4910,5210,-1,-1,0:10 300:1102 310:1105 360:1304
130,3,0,[Maris] Standard,705,8005,0,0,0,0,0,1004,1002,4952,4880,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303
131,3,0,[Maris] Standard,708,8008,0,0,0,0,0,1010,1001,5201,4957,-1,-1,0:10 300:1102 310:1106 360:1304 3700:1100
132,3,0,[Maris] Standard,702,8009,0,0,0,0,0,1007,1010,5203,4963,-1,-1,0:10 300:1102 310:1105 350:1104 360:1303
133,3,0,[Maris] Standard,706,8003,0,0,0,0,0,1008,1005,5202,4969,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
134,3,0,[Maris] Standard,700,8010,3020,7722,0,0,0,1007,1000,4953,4979,-1,-1,0:10 0:210 300:1102 310:1105 360:1304
135,3,0,[Maris] Standard,702,8003,3030,7704,3600,1150,0,1004,1011,4958,4860,-1,-1,0:10 0:180 300:1101 310:1105 320:9000 360:1304
136,3,0,[Maris] Standard,706,8000,3060,7705,3100,220,0,1002,1005,5201,4964,-1,-1,0:10 0:601 300:1102 310:1105 350:1104 360:1304
137,3,0,[Maris] Standard,708,8002,3030,7724,3600,1150,0,1011,1004,4958,4954,-1,-1,0:10 0:180 300:1102 310:1105 360:1304
138,3,0,[Maris] Standard,700,8001,0,0,0,0,0,1011,1006,4961,4918,-1,-1,0:10 300:1102 310:1105 350:1104 360:1304
139,3,0,[Maris] Standard,707,8001,3060,7725,3100,220,0,1005,1011,4928,4963,-1,-1,0:10 0:601 300:1101 310:1105 320:9000 350:1104 360:1304 3700:1100
140,3,1,[Maris] Mountaintop,700,8008,3030,7704,3600,1151,0,1007,1023,4971,4964,-1,-1,0:11 0:180 300:1101 310:1105 320:9001 360:1301 3700:1100
141,3,1,[Maris] Mountaintop,704,8000,0,0,0,0,0,1010,1023,4960,4975,-1,-1,0:11 300:1101 310:1105 320:9001 350:1104 360:1300
142,3,1,[Maris] Mountaintop,700,8011,0,0,0,0,0,1010,1023,4951,4955,-1,-1,0:11 300:1101 310:1105 320:9001 360:1301
143,3,1,[Maris] Mountaintop,704,8004,3060,7725,3100,220,0,1010,1023,4952,4959,-1,-1,0:11 0:601 300:1101 310:1105 320:9001 360:1301
144,3,1,[Maris] Mountaintop,707,8009,0,0,0,0,0,1009,1023,4810,4975,-1,-1,0:11 300:1102 310:1105 360:1301
145,3,2,[Maris] The Crater,702,8011,0,0,0,0,0,1010,1024,4951,4973,-1,-1,0:12 300:1102 310:1105 360:1301 3700:1100
146,3,2,[Maris] The Crater,704,8001,0,0,0,0,0,1001,1024,4960,4820,-1,-1,0:12 300:1101 310:1105 320:9001 360:1301
147,3,2,[Maris] The Crater,705,8008,3020,7702,0,0,0,1003,1024,4930,4967,-1,-1,0:12 0:210 300:1101 310:1105 320:9001 360:1301
148,3,2,[Maris] The Crater,708,8011,3060,7705,3100,220,0,1011,1024,4950,4921,-1,-1,0:12 0:601 300:1102 310:1105 360:1301
149,3,2,[Maris] The Crater,705,8009,0,0,0,0,0,1001,1024,4800,4923,-1,-1,0:12 300:1102 310:1105 360:1301
150,3,3,[Maris] Rotted Woods,700,8004,3060,7725,3100,220,1046300590,1006,1021,4971,4962,-1,-1,0:13 0:601 300:1101 310:1106 320:9001 360:1303
151,3,3,[Maris] Rotted Woods,702,8002,0,0,0,0,1047300590,1001,1021,4978,4967,-1,-1,0:13 300:1101 310:1105 320:9001 360:1303
152,3,3,[Maris] Rotted Woods,700,8000,3020,7722,0,0,1057300590,1001,1021,4924,5213,-1,-1,0:13 0:210 300:1101 310:1105 320:9001 360:1303 3700:1100
153,3,3,[Maris] Rotted Woods,708,8006,0,0,0,0,1057300590,1006,1022,5202,4830,-1,-1,0:13 300:1101 310:1106 320:9001 360:1303
154,3,3,[Maris] Rotted Woods,701,8009,0,0,0,0,1046300590,1001,1021,4976,5211,-1,-1,0:13 300:1101 310:1105 320:9001 360:1303 3700:1100
155,3,5,[Maris] Shrouded City,702,8010,0,0,0,0,0,1011,1025,4968,4957,-1,-1,0:15 300:1102 310:1105 360:1303
156,3,5,[Maris] Shrouded City,703,8007,3030,7724,3600,1154,0,1001,1025,4929,4969,-1,-1,0:15 0:180 300:1102 310:1105 360:1303
157,3,5,[Maris] Shrouded City,704,8005,0,0,0,0,0,1011,1025,4990,4850,-1,-1,0:15 300:1101 310:1105 320:9001 360:1303 3700:1100
158,3,5,[Maris] Shrouded City,706,8003,3060,7705,3100,220,0,1001,1025,4990,4966,-1,-1,0:15 0:601 300:1102 310:1106 360:1303 3700:1100
159,3,5,[Maris] Shrouded City,702,8003,0,0,0,0,0,1001,1025,4972,4954,-1,-1,0:15 300:1101 310:1105 320:9001 350:1104 360:1302
160,4,0,[Libra] Standard,701,8003,3090,7706,0,0,0,1002,1008,4928,5210,-1,-1,0:10 0:230 300:1102 310:1105 360:1304
161,4,0,[Libra] Standard,701,8011,3060,7725,3100,220,0,1004,1008,4990,4956,-1,-1,0:10 0:601 300:1101 310:1105 320:9000 360:1304
162,4,0,[Libra] Standard,700,8007,0,0,0,0,0,1002,1009,5202,4969,-1,-1,0:10 300:1102 310:1105 360:1304
163,4,0,[Libra] Standard,704,8008,0,0,0,0,0,1008,1000,4953,4974,-1,-1,0:10 300:1102 310:1105 360:1304
164,4,0,[Libra] Standard,701,8002,0,0,0,0,0,1000,1009,4910,4964,-1,-1,0:10 300:1101 310:1105 320:9000 350:1104 360:1303
165,4,0,[Libra] Standard,705,8003,0,0,0,0,0,1002,1007,5203,4954,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
166,4,0,[Libra] Standard,702,8010,0,0,0,0,0,1005,1011,4971,4967,-1,-1,0:10 300:1102 310:1106 360:1304
167,4,0,[Libra] Standard,707,8011,0,0,0,0,0,1010,1006,5201,4966,-1,-1,0:10 300:1102 310:1105 360:1304
168,4,0,[Libra] Standard,700,8011,3060,7705,3100,220,0,1001,1008,4960,4920,-1,-1,0:10 0:601 300:1101 310:1105 320:9000 360:1304
169,4,0,[Libra] Standard,703,8009,0,0,0,0,0,1003,1006,4978,5211,-1,-1,0:10 300:1102 310:1105 360:1304
170,4,0,[Libra] Standard,706,8007,0,0,0,0,0,1007,1000,4810,4926,-1,-1,0:10 300:1101 310:1105 320:9000 360:1304
171,4,0,[Libra] Standard,704,8003,0,0,0,0,0,1001,1008,4952,4959,-1,-1,0:10 300:1101 310:1105 320:9000 350:1104 360:1303
172,4,0,[Libra] Standard,706,8006,0,0,0,0,0,1007,1011,4968,4964,-1,-1,0:10 300:1101 310:1105 320:9000 350:1104 360:1303
173,4,0,[Libra] Standard,705,8011,3060,7705,3100,220,0,1004,1002,4952,4967,-1,-1,0:10 0:601 300:1101 310:1106 320:9000 350:1104 360:1303
174,4,0,[Libra] Standard,707,8011,3090,7706,0,0,0,1007,1001,4971,4974,-1,-1,0:10 0:230 300:1101 310:1105 320:9000 350:1104 360:1303
175,4,0,[Libra] Standard,705,8010,3060,7725,3100,220,0,1003,1002,4950,4957,-1,-1,0:10 0:601 300:1101 310:1105 320:9000 360:1304
